"lic","instituciones","direccion_fisica","pueblo_fisico","zip_code_fisico","direccion_postal","pueblo_postal","zip_code_postal","telefono_primario","telefono_secundario","email_primario","email_secundario","fax_primario","fax_secundario","director_preescolar","director_elemental","director_intermedia","director_superior","matricula_preprekinder","matricula_prekinder","matricula_kinder","matricula_sin_grado_preescolar","matricula_primero","matricula_segundo","matricula_tercero","matricula_cuarto","matricula_quinto","matricula_sexto","matricula_sin_grado_elemental","matricula_septimo","matricula_octavo","matricula_noveno","matricula_decimo","matricula_undecimo","matricula_duodecimo","matricula_sin_grado_secundaria","total"
"A 77-20","International Technical College","Calle Loaiza Cordero # 104, Urb El Vedado","San Juan","00918","Calle Loaiza Cordero # 104, Urb El Vedado","San Juan","00918","(787) 225-9818","(787) 767-8389","liza@intecpr.com","registro@intecpr.com","(787) 767-8389","(787) 765-9593","N/A","N/A","Liza Hernández Cortiella, Presidenta","Liza Hernández Cortiella, Presidenta","0","0","0","0","0","0","0","0","0","0","0","1","0","4","1","4","3","0","13"
"A 77-21","Casa de Niños Popular","Ave Juan Ponce de León 153, Hato Rey","San Juan","00917","PO BOX 715563","San Juan","00917","(787) 765-9879","(787) 765-9879","casadeninospopular@gmail.com","casadeninospopular@gmail.com","(787) 765-9879",,"Beatriz Polhamus López","n/d","n/d","n/d","0","14","2","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","24"
"A 78-01","Escuela Josefita Monserrate de Sellés","Urb Hyde Park, Calle Las Caobas # 202 y # 204","San Juan","00927","PO BOX 364886","San Juan","00936","(787) 765-5525","(787) 765-5525","holiss@yahoo.com","maritzaarrieta@jms-pr.com","(787) 764-8747","(787) 765-5525","Maritza Arrieta Vázquez","Maritza Arrieta Vázquez","N/A","N/A","17","32","42","0","44","49","41","42","40","42","0","0","0","0","0","0","0","0","349"
"A 78-04","Escuela Prescolar, Elemental y Superior Daskalos","Bo Cupey Alto Carr 176, Km. 5.2","San Juan","00926","RR 17, Buzón 1691","San Juan","00926","(787) 755-0500","(787) 748-0130","liz@escueladaskalos.net","cmedina@escueladaskalos.net","(787) 755-4380",,"Carmen E. Medina Velilla","Carmen E. Medina Velilla","Carmen E. Medina Velilla","Carmen E. Medina Velilla","11","9","14","6","15","20","18","22","17","17","0","16","15","12","13","12","13","0","230"
"A 78-05","Instituto Modelo de Enseñanza Individualizada, Inc. (IMEI)","Calle Arizmendi Número 211, 213, 215 y Arzuaga Número 210 y 212 y Calle Padres Capuchinos #1116 (Primer y Segundo Piso: Salones","San Juan","00928","PO BOX 21307","San Juan","00928","(787) 758-0535","(787) 765-2401","info@imeipr.org","arivas@imeipr.org","(787) 753-5442","(787) 765-3171","Marcela González","Marcela González","Mayra Ortiz y Marcela González","Mayra Ortiz","0","6","7","0","4","21","14","17","12","22","17","26","25","35","26","38","48","30","348"
"A 78-06","Colegio Corazón de María","Urb Santiago Iglesias, Calle Ferrer & Ferrer 1761","San Juan","00921","Urb Santiago Iglesias 1761 Calle Ferrer & Ferrer","San Juan","00921","(787) 783-3275","(787) 783-5001","ccmrpii@gmail.com","ivemartinez927@gmail.com","(787) 774-5682",,"Ivelisse Martínez","Ivelisse Martínez","Ivelisse Martínez",,"0","4","5","0","11","1","10","9","4","6","1","10","8","7","3","0","0","0","79"
"A 78-08","Academia Adventista Metropolitana","Urb Villa Prades, Calle Julio Andino # 501","San Juan","00929","BOX 29248","San Juan","00929","(787) 764-1825","(787) 758-0967","wiferod@gmail.com","marlenaj.barrera@gmail.com","(787) 756-6236",,"N/A","N/A","William Fernandez Rodriguez","William Fernandez Rodriguez","0","0","0","0","0","0","0","0","0","0","0","32","49","45","47","56","57","0","286"
"A 78-11","Colegio Nuestra Señora de la Guadalupe","Puerto Nuevo, Calle 19, NE # 1, Esquina 13","San Juan","00920","PO BOX 364125","San Juan","00936","(787) 782-0330","(787) 782-0330","colegioguadalupepn@yahoo.com",,"(787) 782-0454",,"Neil Macaulay","Neil Macaulay","Neil Macaulay","Neil Macaulay","0","7","19","0","21","28","34","44","35","41","0","38","46","34","35","39","53","0","474"
"A 78-12","Colegio Nuestra Señora de Altagracia","Urb Villa Prades, # 672 Calle Felipe Gutiérrez","San Juan","00924","N/A","N/A","00929","(787) 763-7755","(787) 763-7411","altagraciapr04@yahoo.com","webcopnsa@hotmail.com","(787) 763-7411",,"Sister Marta Gonzalez","Sister Marta Gonzalez","Sister Marta Gonzalez","Sister Marta Gonzalez","0","6","3","0","9","6","9","10","8","6","1","0","12","11","12","16","13","0","122"
"A 78-17","Colegio Giseland, Inc.","Urb América 1118 Calle Degetau","San Juan","00923","Urb América 1118 Calle Degetau","San Juan","00923","(787) 763-4655","(787) 763-4655","colegiogiseland@hotmail.com","colegiogiseland@gmail.com","(787) 200-8330","(787) 200-8330","Sra. María Yolanda Díaz Sevillano","Sra. María Yolanda Díaz Sevillano","0","0","7","15","34","0","23","24","21","21","16","19","0","11","0","0","0","0","0","0","191"
"A 78-18","Academia San Ignacio de Loyola","Urb Santa María, #1908 Calle Narciso","San Juan","00927","Urb Santa María 1908 Calle Narciso","San Juan","00927","(787) 765-8190","(787) 765-8165","academia@asiloyola.org",,"(787) 765-3635",,"P. Lawrence P. Searles, S.J.","P. Lawrence P. Searles, S.J.","No aplica","No aplica","0","25","59","0","68","68","61","63","52","73","0","0","0","0","0","0","0","0","469"
"A 79-28","Colegio Educativo del Caribe","1434 Ave Jesus T. Piñero","San Juan","00920","PO BOX 1565","Toa Alta","00954","(787) 919-0075","(787) 908-8510","lorenzovalcarcel@gmail.com","josedavidsantana@gmail.com","(787) 919-0075",,"n/a","Teresa Colón Torres","Teresa Colón Torres","Teresa Colón Torres","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","9","0","13"
"A 78-19","Bonneville School","Bo Cupey Alto, Carr 8176, Km. 2.9","San Juan","00926","MSC 851, Ave. Winston Churchill 138 PMB 851","San Juan","00926","(787) 755-0255","(787) 292-7028","bonnschool@prtc.net",,"(787) 283-8463",,"María Nilda Raíces","María Nilda Raíces","María Nilda Raíces","María Nilda Raíces","0","31","34","0","30","36","39","44","43","44","0","41","37","40","44","41","43","0","547"
"A 78-20","St. Mary's School, Inc.","Urb Sagrado Corazó, Calle San Javier, Bloque L-4","San Juan","00926","Urb Sagrado Corazón, Calle San Javier, Bloque L-4","San Juan","00926","(787) 755-3122","(787) 748-9303","info@sms87.com","minerva@sms87.com","(787) 283-1770","(787) 293-2675","Katherine Rocafort","María S. Córdova","María S. Córdova","María P. Aponte","14","35","42","0","34","52","58","60","58","61","0","48","47","46","73","64","52","0","744"
"A 78-23","Colegio Creativo de Puerto Rico","Calle Guaracanal (PR #847), Km. 1.3, Bo Venezuela","San Juan","00924","Suite 256, Ave. San Claudio Número 352","San Juan","00926","(787) 767-0885","(787) 767-0885","colegiocreativo@gmail.com",,"(787) 767-0885","(787) 767-0885","César Gracia Ríos, Presidente","César Gracia Ríos, Presidente","César Gracia Ríos, Presidente","César Gracia Ríos, Presidente","11","17","17","0","19","19","17","18","19","12","0","0","0","0","0","0","0","0","149"
"A 78-24","Christian Day School, Inc.","Urb Caparra Terrace, Calle 25 SE, Esq. Calle 10,  # 1153","San Juan","00920","PO BOX 362947","San Juan","00936","(787) 783-2200","(787) 781-2452","juribe@christiandayschool.com","administrador@christiandayschool.com","(787) 782-6239","(787) 783-2200","Ana M Figueroa","Ana M Figueroa","NA","NA","0","13","28","0","17","14","22","26","21","31","0","0","0","0","0","0","0","0","172"
"A 78-25","Colegio Sagrado Corazón de Jesús","Urb University Gardens,Calle Palma Real # 215, Esq. Interamericana","San Juan","00927","Urb University Gardens, Calle Palma Real #215, Esq. Interamericana","Río Piedras","00927","(787) 765-9430","(787) 758-2402","cscjpr215@gmail.com","colegio_sagrado_corazon_de_jesus@yahoo.com","(787) 765-5267",,"Anulfo del Rosario, C.M.","Anulfo del Rosario, C.M.","Anulfo del Rosario, C.M.",,"0","29","72","0","76","90","71","74","78","78","0","48","31","0","0","0","0","0","647"
"A 78-26","Colegio San Antonio de Padua","Calle Arzuaga #216 Esquina Padres Capuchinos","San Juan","00925","PO BOX 21350","San Juan","00928","(787) 764-0090","(787) 764-0090","director@csa.edu.pr","info@csa.edu.pr","(787) 763-7592",,"FRAY JOSE ANGEL TORRES, OFM CAP.","FRAY JOSE ANGEL TORRES, OFM CAP.","FRAY JOSE ANGEL TORRES, OFM CAP.","FRAY JOSE ANGEL TORRES, OFM CAP.","6","15","29","0","16","15","38","31","49","58","0","50","54","65","50","61","67","0","604"
"A 78-27","Cupey María Montessori School, Inc.","Urb Crown Hills 176 y 178, Ave Winston Churchill","San Juan","00926","Ave. Winston Churchill # 176 y 178, Urb Crown Hills","San Juan","00926","(787) 751-9989","(787) 751-8518","cupeymms@prtc.net","aochoa@cmmspr.org","(787) 751-3589",,"Angelina Ochoa","Angelina Ochoa","Angelina Ochoa","Angelina Ochoa","7","14","32","19","18","18","22","23","17","32","0","20","27","19","37","23","32","0","360"
"A 78-30","Colegio San Ignacio de Loyola","Urb Santa María, #1940 Calle Saúco","San Juan","00927","Urb Santa María, #1940 Calle Saúco","San Juan","00927","(787) 765-3814","(787) 522-3314","mildred.julia@sanignacio.pr","joanne.rivera@sanignacio.pr","(787) 758-4145","(787) 522-0329","n/a","n/a","Sra. Mildred J. Calvesbert","Sra. Mildred J. Calvesbert","0","0","0","0","0","0","0","0","0","0","0","66","100","109","105","109","111","0","600"
"A 78-35","Centro de Aprendizaje Individualizado, Inc.","Carr #846, Km. 9.0, Lote 5, Sect Covadonga (Frente a Urb Ciudad Universitaria)","Trujillo Alto","00976","Ave. Frontera N-20, Villa Andalucía","San Juan","00926","(787) 760-1835","(787) 760-1835","centrocapri@yahoo.com",,"(787) 760-1835","(787) 760-1835","Nilsa E. Vélez Carríon","Nilsa E. Vélez Carríon","Nilsa E. Vélez Carríon","Nilsa E. Vélez Carríon","0","0","0","0","0","0","0","0","5","4","0","5","3","7","6","4","8","0","42"
"A 78-38","Academia Menonita","Urb Summit Hills Calle Asomante #1751","San Juan","00920","Urb Summit Hills Calle Asomante #1751","San Juan","00920","(787) 783-1295","(787) 507-4147","information@acadmensj.org","fnassar@acadmensj.org","(787) 783-1280",,"Joanie Miranda","Joanie Miranda","Joanie Miranda","Joanie Miranda","5","11","28","0","37","28","29","42","32","28","0","24","25","33","32","23","22","0","399"
"A 78-39","Colegio San Gabriel, Inc.","Puerto Nuevo, Prolongación, Calle 19 NE","San Juan","00920","PO BOX 360347","San Juan","00936","(787) 783-3455","(787) 781-3770","colsangabrielparasordos@yahoo.com",,"(787) 781-3770",,"Suejey Sierra Rivera, Principal","Suejey Sierra Rivera, Principal","Suejey Sierra Rivera, Principal","Suejey Sierra Rivera, Principal","0","5","4","0","5","6","9","1","4","1","0","3","3","6","2","1","7","0","57"
"A 78-40","Colegio de Educación Especial y Rehabilitación Integral, Inc. (CODERI)","Urb El Cerezal , #1628 Calle Guadiana","San Juan","00926","Urb El Cerezal, #1628 Calle Guadiana","San Juan","00926","(787) 765-6147","(787) 765-0259","coderi@prtc.net","fmartin@coderipr.com","(787) 764-8135",,"María P.  Burset","María P.  Burset","no aplica","no aplica","0","0","0","88","0","0","0","0","0","0","85","0","0","0","0","0","0","74","247"
"A 78-41","Colegio Hogar Ángeles Custodios, Inc.","Embalse San  José, Calle Sicilia # 13","San Juan","00923","PO BOX 368100","San Juan","00936","(787) 763-3829","(787) 764-9497","chac@colegioangelescustodios.com","paola3891@yahoo.com","(787) 764-9497",,"Luis Roberto Rivera Cepeda","Luis Roberto Rivera Cepeda","Luis Roberto Rivera Cepeda","Luis Roberto Rivera Cepeda","0","0","9","0","11","21","22","13","12","11","0","14","25","22","13","21","23","0","217"
"A 78-42","Colegio Calíope","Calle Yagrumo, Sect Monte Verde, Cupey Alto","San Juan","00925","PMB 336, 35 J.C. Borbón, Suite 67","Guaynabo","00969","(787) 731-8711","(787) 731-8711","colegiocaliope@gmail.com","colcaliope@yahoo.com","(787) 731-8711","(787) 731-8711","Carmen Muñoz Buitagro","Carmen Muñoz Buitagro","no aplica","no aplica","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","30"
"A 78-45","Colegio Santiago Iglesias","#1383, Ave Paz Granela, Urb Santiago Iglesias","San Juan","00921","#1383, Ave. Paz Granela, Urb Santiago Iglesias","San Juan","00921","(787) 792-3413","(787) 792-3413","mayracolegio@yahoo.com","colegiosantiagoiglesias@gmail.com","(787) 792-3413",,"Mayra Pollock Hernández","Mayra Pollock Hernández","NO aplica","NO aplica","8","12","7","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35"
"A 78-46","Colegio Calasanz","Urb Montecarlo, Ave Montecarlo,","San Juan","00924","Apartado 29067","San Juan","00929-0067","(787) 750-2500","(787) 750-2593","admin@calasanz.cc","jlcabrerizo@yahoo.com","(787) 257-0450",,"Juan Lorenzo Cabrerizo,Sch. P.","Juan Lorenzo Cabrerizo,Sch. P.","Juan Lorenzo Cabrerizo,Sch. P.","Juan Lorenzo Cabrerizo,Sch. P.","0","6","12","0","13","17","21","17","16","15","0","23","19","30","11","18","23","0","241"
"A 78-47","Colegio Mater Salvatoris","Carr 838, Km. 4.8, Bo Monacillos","San Juan","00926","RR 03, BOX 3080","San Juan","00926","(787) 765-0130","(787) 765-0130","puertorico.colegio@matersalvatorispr.org","sanjuanpr@ciasalvador.org","(787) 765-8161","(787) 545-3448","Isabel Fejérváry, C.S.","Isabel Fejérváry, C.S.","Isabel Fejérváry, C.S.","Isabel Fejérváry, C.S.","0","66","65","0","79","69","73","90","75","70","0","58","26","26","19","20","0","0","736"
"A 78-50","Colegio Nuestra Señora de La Providencia","Urb Altamesa  # 1358,  Ave San Ignacio","San Juan","00921","Apartado 11610, Estación Postal Caparra Heigths","San Juan","00922","(787) 782-6344","(787) 781-7506","zegri@coqui.net","registraduriacnsp@hotmail.com","(787) 749-9828",,"María de Lourdes Martínez López","María de Lourdes Martínez López","María de Lourdes Martínez López","María de Lourdes Martínez López","1","10","15","0","29","21","18","37","39","34","0","42","34","47","63","54","56","0","500"
"A 78-51","Nueva Escuela Montessori de Río Piedras, Inc.","Barriada Blondet, Calle Mariana Bracetti #16","San Juan","00925","PO BOX 195035","San Juan","00919","(787) 763-2561","(787) 274-8791","nuevaescuelamontesori@gmail.com","nuevaescuelamontessori@gmail.com","(787) 274-8791",,"Rosalia Olivella Zalduondo","Mara Piazza Pérez","n/a","n/a","0","11","5","0","11","9","4","10","12","14","0","0","0","0","0","0","0","0","76"
"A 78-52","Academia Primaria Adventista","Urb Villa Prades, Calle Julio Andino # 501","San Juan","00929","PO BOX 29182","San Juan","00929","(787) 764-4045","(787) 764-4045","info@apapr.org","angie@apapr.org","(787) 764-5124","(787) 764-4045","Lourdes Custodio","Lourdes Custodio","William Fernández","William Fernández","0","12","31","0","33","33","33","37","37","46","0","0","0","0","0","0","0","0","262"
"A 78-55","Centro  Educativo Kiddy","Calle Angueisis, Núm 1772-1774, Urb Venus Gardens","San Juan","00926","Calle Angeísis, Núm 1772-74, Urb Venus Gardens","San Juan","00926","(787) 761-2167","(787) 761-2167","preescolarkiddy@gmail.com",,"(787) 761-2167","(787) 761-2167","Manuel U. Rivera Giménez","Manuel U. Rivera Giménez","Manuel U Rivera Gimenez",,"13","14","8","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","46"
"A 78-56","Cupeyville School","Bo Cupey Bajo, Carr 844, Km. 0.4","San Juan","00926","PO BOX 20483","San Juan","00928","(787) 761-6305","(787) 761-6305","n.maranges@cupeyvilleschool.org","Director@cupeyvilleschool.org","(787) 241-2977","(787) 761-6305","Ana M. González de Pagán","Ana M. González de Pagán","Ana M. González de Pagán","Ana M. González de Pagán","18","28","47","0","33","48","58","54","66","72","0","63","79","58","91","91","93","0","899"
"A 78-57","Colegio San José","Calle Los Marianistas, Esquina La Paz, Calle Paz, Esquina Los Marianitas (Iglesia/Auditorio/Piscina/Dos Plantas)","San Juan","00925","Apartado 21300","San Juan","00928","(787) 751-8177","(787) 751-8177","sanjose@csj-rpi.org","ahernandez@csj-rpi.org","(800) 955-7644","(800) 955-7647","00","00","Francisco T. González, SM MD, Director","Francisco T. González, SM MD, Director","0","0","0","0","0","0","0","0","0","21","0","68","87","105","92","80","82","0","535"
"A 78-58","Academia Bautista de Puerto Nuevo","Ave Jesús T. Piñero, Puerto Nuevo #1136, Calle 2 SE #1137, Calle 25 SE #1137, #1142, Puerto Nuevo #1150, Calle 2 SE, Urb Capa","San Juan","00922","Apartado 10307, Caparra Heights","San Juan","00922","(787) 782-4072","(787) 782-4077","www.abpnpr@gmail.com","www.ideleon@abpnpr.org","(787) 792-6985","(787) 781-1901","Iris De León Ruiz, Directora","Iris De León Ruiz, Directora","Iris De León Ruiz, Directora","Iris De León Ruiz, Directora","0","21","62","0","53","70","41","56","69","52","42","92","65","95","76","85","78","0","957"
"A 78-59","Mi Reino Infantil, Inc./Reino Elemental","Urb Villa Andalucía L-4 , Ave Fronteras","San Juan","00926","Ave. Fronteras L-4 Urb Villa Andalucía","San Juan","00926","(787) 761-8925","(787) 755-9218","dmrvalentin@yahoo.com","mireinoinfantil@yahoo.com","(787) 755-9218",,"Margarita Recci","Margarita Recci","n/a","n/a","19","9","11","0","12","10","6","7","5","0","0","0","0","0","0","0","0","0","79"
"A 78-61","Chrismary School","Bo Cupey Bajo Ave Cupey Gardens, Esq. Calle 17, Final","San Juan","00926","Apartado 362825","San Juan","00936","(787) 755-4502","(787) 755-4502","colegiochrismaryschool@gmail.com","christian_casellas@yahoo.com","(787) 755-4502","(787) 755-4502","Miriam Medina","Miriam Medina","n/a","n/a","0","8","9","0","10","13","7","8","7","7","0","0","0","0","0","0","0","0","69"
"A 78-66","Colegio Puertorriqueño de Niñas","Urb Golden Gate, Calle Turquesa 208","Guaynabo","00968","Urb Golden Gate, Calle Turquesa 208","Guaynabo","00968","(787) 782-2618","(787) 782-2670","cdavila@cpnpr.org","iesparra@cpnpr.org","(787) 782-8370","(787) 782-2618","Cristina M. Dávila","Cristina M. Dávila","Cristina M. Dávila","Cristina M. Dávila","0","20","2","0","18","14","11","22","23","26","0","25","36","43","39","38","38","0","355"
"A 78-68","Academia Nuestra Señora de la Providencia","Urb San Gerardo, #1733, Calle Santa Agueda","San Juan","00926","Urb San Gerardo, #1733, Calle Santa Agueda","San Juan","00926","(787) 767-6552","(787) 767-6755","academialaprovidencia@gmail.com",,"(787) 765-4821",,"Baudilio Merino Merino","Baudilio Merino Merino","Baudilio Merino Merino","Baudilio Merino Merino","0","1","5","0","8","10","12","14","13","15","0","15","16","24","18","30","23","0","204"
"A 78-69","Centro Educativo Superior Vocacional","Calle Rhin, Esquina Amazonas, El Paraíso Shooping Center Locales # 12 y 13, Cupey","San Juan","00936","PO BOX 70250, Suite 122","San Juan","00936","(787) 281-7786","(787) 281-7786","cesv.edu@gmail.com","m2211j@prtc.net","(787) 281-7786","(787) 281-7786","No aplica","N/A","Marisol Pontón Martínez","Marisol Pontón Martínez","0","0","0","0","0","0","0","0","0","0","0","2","6","5","12","19","26","0","70"
"A 78-73","Casa Montessori del Niño","RR-2, Bo Cupey Bajo, Carr 844, Km. 2.3","San Juan","00928","PO BOX 260056","San Juan","00926","(787) 761-0880","(787) 761-0880","graciela@casamontessoridelnino.com","gracielamercado@casamontessoridelnino.com","(787) 292-1502","(787) 761-0880","Dolores Martínez","Dolores Martínez","n/a","n/a","18","25","33","0","29","30","31","18","22","18","0","0","0","0","0","0","0","0","224"
"A 78-76","Professional Carrer Training II","Calle Baldorioty de Castro #39 Barrio Pueblo","Cidra","00739","PO BOX 6768","Caguas","00725","(787) 661-6666","(787) 661-6666","pctlopez@msn.com","jaipalondra@yahoo.com","(787) 745-2559","(787) 661-6666","N/a","N/A","Sr. Jose J. Rivera Velazquez","Sra. Jose J. Rivera Velazquez","0","0","0","0","0","0","0","0","0","0","0","10","15","12","22","19","21","0","99"
