"calendario","genero","institucion_de_procedencia","campus","program","gpa","igs","location_1"
"Calendario Académico 13-14","Femenino","0001060-E/S LUIS MUNOZ MARIN","RUM","301604 - Bachillerato en Artes en Ciencias Políticas(2005)","3.64","287","
ANASCO, PR 
(18.324123332000454, -67.12109331899967)"
"Calendario Académico 13-14","Femenino","0001638-ESCUELA ESPEC UNIVERSITY GARDENS","BAYAMON","860507 - Bachillerato en Ciencias en Ingeniería en Computadoras-Traslado Articulado RUM","3.68","342","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0002973-ACADEMIA DEL PERPETUO SOCORRO","RUM","300309 - Bachillerato en Ciencias en Administración de Empresas en Gerencia Industrial (2004)","3.04","280","
DORADO, PR 
(18.480246659000443, -66.27008335099964)"
"Calendario Académico 13-14","Masculino","0001135-E/S DR JUAN J OSUNA","RUM","301222 - Bachillerato en Ciencias en Educación Matemática(2003)","3.66","299","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0002916-COLEGIO BAUTISTA DE CAROLINA","RIOPIEDRAS","200445 - Bachillerato en Artes en Educación Secundaria con concentración en Ecología Familiar","3.82","290","
CANOVANAS, PR 
(18.412783311000453, -65.89785000199964)"
"Calendario Académico 13-14","Masculino","0002999-OTRAS ESC SUP PRIVADAS DE PR","RUM","300505 - Bachillerato en Ciencias en Ingeniería Química","3.77","328","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Masculino","0001480-E/S EUGENIO MARIA DE HOSTOS","RUM","300503 - Bachillerato en Ciencias en Ingeniería Industrial(2003)","3.93","318","
CABO ROJO, PR 
(18.168266677000474, -67.18209999099963)"
"Calendario Académico 13-14","Femenino","0002921-COLEGIO CATOLICO DE COAMO","PONCE","850318 - Bachillerato en Sistemas de Oficina","3.17","246","
SALINAS, PR 
(18.095756691000474, -66.23098667999966)"
"Calendario Académico 13-14","Masculino","0001765-E/S VOCACIONAL PETRA ZENON DE FABERY","CAROLINA","832006 - Grado Asociado en Tecnología Automotriz","3.29","292","
TRUJILLO ALTO, PR 
(18.380036652000456, -66.02360000199963)"
"Calendario Académico 13-14","Masculino","0002948-COLEGIO PONCENO","UTUADO","822103 - Grado Asociado en Administración de Empresas","2.75","223","
PONCE, PR 
(18.172323350000454, -66.59130332099966)"
"Calendario Académico 13-14","Masculino","0002973-ACADEMIA DEL PERPETUO SOCORRO","BAYAMON","860304 - Bachillerato en Administración de Empresas con concentración en Finanzas","3.04","280","
DORADO, PR 
(18.480246659000443, -66.27008335099964)"
"Calendario Académico 13-14","Femenino","0003880-OTRAS ESC SUP FORANEAS","RIOPIEDRAS","200914 - Bachillerato en Artes con concentración en Estudios Interdisciplinarios","3.31","282","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0001841-E/S LOAIZA CORDERO DEL ROSARIO","RUM","300505 - Bachillerato en Ciencias en Ingeniería Química","3.94","331","
YAUCO, PR 
(18.17120334000043, -66.82725664399965)"
"Calendario Académico 13-14","Femenino","0002956-COMMONWEALTH - PARKVILLE SCHOOL","RIOPIEDRAS","201608 - Bachillerato en Artes con concentración en Geografía","3.27","271","
GUAYNABO, PR 
(18.440283314000453, -66.11327669099967)"
"Calendario Académico 13-14","Femenino","0002929-WESLEYAN ACADEMY","BAYAMON","861225 - Bachillerato en Ciencias Naturales con concentración en Biología-Enfoque Humano","3.70","345","
GUAYNABO, PR 
(18.440283314000453, -66.11327669099967)"
"Calendario Académico 13-14","Masculino","0002809-GUAMANI PRIVATE SCHOOL","CAYEY","501202 - Bachillerato en Ciencias con concentración en Biología","3.64","319","
GUAYAMA, PR 
(18.10745334100045, -66.08964002399966)"
"Calendario Académico 13-14","Femenino","0002760-SAINT MARY'S SCHOOL","RIOPIEDRAS","200317 - Bachillerato en Administración de Sistemas de Oficina","3.48","283","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0002939-COLEGIO DE LA INMACULADA CONCEPCION","BAYAMON","864102 - Bachillerato en Ciencias con concentración en Tecnología de Ingeniería Electrónica","2.93","260","
MANATI, PR 
(18.485849998000447, -66.43904664699966)"
"Calendario Académico 13-14","Femenino","0001060-E/S LUIS MUNOZ MARIN","AGUADILLA","810318 - Bachillerato en Sistemas de Oficina","2.97","246","
ANASCO, PR 
(18.324123332000454, -67.12109331899967)"
"Calendario Académico 13-14","Masculino","0001350-E/S FRANCISCO MENDOZA ALVAREZ","RUM","301208 - Bachillerato en Ciencias en Física(2003)","3.93","331","
ISABELA, PR 
(18.515853329000436, -67.09106999699964)"
"Calendario Académico 13-14","Femenino","0001230-E/S EMILIO R DELGADO","BAYAMON","861226 - Bachillerato en Ciencias Naturales con concentración en Biología","4.00","311","
COROZAL, PR 
(18.36995332300046, -66.30563665299962)"
"Calendario Académico 13-14","Femenino","0002762-ESCUELA EVANGELICA UNIDA DE FAJARDO","HUMACAO","600305 - Bachillerato en Administración de Empresas con concentración en Gerencia","4.00","286","
FAJARDO, PR 
(18.391436643000475, -65.59305335299962)"
"Calendario Académico 13-14","Masculino","0002961-COLEGIO SAN IGNACIO DE LOYOLA","RUM","300506 - Bachillerato en Ciencias en Agrimensura y Topografía","2.95","309","
GUAYNABO, PR 
(18.440283314000453, -66.11327669099967)"
"Calendario Académico 13-14","Masculino","0002896-COLEGIO SAN BENITO","RUM","300507 - Bachillerato en Ciencias en Ingeniería de Computadoras(2005)","3.91","341","
HORMIGUEROS, PR 
(18.160303342000475, -67.11240332799963)"
"Calendario Académico 13-14","Femenino","0001530-E/S FRANCISCO MORALES RIVERA","ARECIBO","844201 - Bachillerato en Tecnología en Comunicación Tele-radial","3.77","265","
NARANJITO, PR 
(18.33379665600046, -66.21724000599966)"
"Calendario Académico 13-14","Masculino","0001660-E/S LUIS NEGRON LOPEZ","RUM","300504 - Bachillerato en Ciencias en Ingeniería Mecánica","4.00","372","
SABANA GRANDE, PR 
(18.151246670000432, -66.92696999899965)"
"Calendario Académico 13-14","Masculino","0001386-E/S JOSE COLLAZO COLON","HUMACAO","600703 - Bachillerato en Ciencias en Enfermería","4.00","338","
CANOVANAS, PR 
(18.412783311000453, -65.89785000199964)"
"Calendario Académico 13-14","Femenino","0001072-E/S VOCACIONAL ANTONIO LUCCHETTI","CAROLINA","833104 - Bachillerato en Ciencias en Enfermería-Traslado Articulado RCM","4.00","301","
CAMUY, PR 
(18.49293666300042, -66.86919331099966)"
"Calendario Académico 13-14","Femenino","0001772-E/S OCUPACIONAL ANTONIO REYES PADILLA","UTUADO","823006 - Grado Asociado en Artes en Ciencias Sociales","2.91","237","
UTUADO, PR 
(18.34954332400042, -66.73568998899964)"
"Calendario Académico 13-14","Masculino","0001390-E/S LEONIDES MORALES RODRIGUEZ","RUM","300703 - Bachillerato en Ciencias en Enfermería(2005)","3.63","296","
LAJAS, PR 
(18.06632668800046, -67.06825999499966)"
"Calendario Académico 13-14","Masculino","0002695-ACADEMIA SAN SEBASTIAN MARTIR","UTUADO","823101 - Grado Asociado en Ciencias en Ciencias Naturales","3.40","273","
SAN SEBASTIAN, PR 
(18.395099988000425, -67.00910998599966)"
"Calendario Académico 13-14","Femenino","0002915-COLEGIO CATOLICO NOTRE DAME","RIOPIEDRAS","201505 - Bachillerato Artes en Comunicación con concentración en Relaciones Públicas y Publicidad","3.81","315","
GURABO, PR 
(18.311056650000467, -65.98620334899965)"
"Calendario Académico 13-14","Masculino","0003881-OTRAS ESC SUP DE ESTADOS UNIDOS","RIOPIEDRAS","200915 - Bachillerato en Artes con concentración en Historia del Arte","3.73","310","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Femenino","0002944-ACADEMIA DE LA INMACULADA CONCEPCION","RUM","300311 - Bachillerato en Ciencias en Administración de Empresas en Mercadeo (2004)","3.69","312","
BOQUERON, PR 
(39.52368635500045, -99.11415045099966)"
"Calendario Académico 13-14","Masculino","0002805-ACADEMIA ESPIRITU SANTO","ARECIBO","840302 - Bachillerato en Administración de Empresas concentración en Contabilidad","2.80","251","
TOA BAJA, PR 
(18.47601332500045, -66.18318334199967)"
"Calendario Académico 13-14","Masculino","0002695-ACADEMIA SAN SEBASTIAN MARTIR","AGUADILLA","811602 - Bachillerato en Artes en Ciencias Sociales-Traslado Articulado RUM","3.40","273","
SAN SEBASTIAN, PR 
(18.395099988000425, -67.00910998599966)"
"Calendario Académico 13-14","Femenino","0002901-RAMEY SCHOOL","AGUADILLA","810439 - Bachillerato Artes en Educación con concentración en Inglés-Tecnología Multimedios","3.23","261","
AGUADILLA, PR 
(18.513219982000464, -67.11387331799966)"
"Calendario Académico 13-14","Femenino","0001352-E/S DR HERIBERTO DOMENECH","AGUADILLA","811202 - Bachillerato en Ciencias con concentración en Biología","3.65","304","
MOCA, PR 
(18.461009990000434, -67.05658999199966)"
"Calendario Académico 13-14","Masculino","0002729-ACADEMIA ADVENTISTA DEL NORTE","UTUADO","820302 - Bachillerato en Administración de Empresas con concentración en Contabilidad","3.21","245","
ARECIBO, PR 
(18.494389977000424, -66.62700999999964)"
"Calendario Académico 13-14","Femenino","0001530-E/S FRANCISCO MORALES RIVERA","BAYAMON","860318 - Bachillerato en Sistemas de Oficina","3.37","276","
NARANJITO, PR 
(18.33379665600046, -66.21724000599966)"
"Calendario Académico 13-14","Masculino","0001840-E/S OCUPACIONAL Y TECNICA DE YAUCO","RUM","300502 - Bachillerato en Ciencias en Ingeniería Eléctrica(2003)","4.00","352","
YAUCO, PR 
(18.17120334000043, -66.82725664399965)"
"Calendario Académico 13-14","Masculino","0002972-COLEGIO NTRA SRA DE LA PROVIDENCIA","RUM","300504 - Bachillerato en Ciencias en Ingeniería Mecánica","4.00","362","
CANOVANAS, PR 
(18.412783311000453, -65.89785000199964)"
"Calendario Académico 13-14","Femenino","0001310-E/S DRA CONCHITA CUEVAS","CAYEY","500423 - Bachillerato en Artes en Educación Elemental con concentración en Ciencias Naturales","3.77","292","
TRUJILLO ALTO, PR 
(18.380036652000456, -66.02360000199963)"
"Calendario Académico 13-14","Femenino","0002947-ACADEMIA MARIA REINA","RUM","300110 - Pre-Veterinaria (2003)","3.63","334","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0001638-ESCUELA ESPEC UNIVERSITY GARDENS","RUM","300504 - Bachillerato en Ciencias en Ingeniería Mecánica","3.90","343","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001541-E/S ALBERTO MELENDEZ TORRES","ARECIBO","840419 - Bachillerato en Artes en Educación Elemental","4.00","262","
OROCOVIS, PR 
(18.293503323000436, -66.37785665899963)"
"Calendario Académico 13-14","Femenino","0002928-ACADEMIA SAN JOSE HIGH SCHOOL","RIOPIEDRAS","201201 - Bachillerato en Ciencias con concentración en Estudios Interdisciplinarios","4.00","358","
GUAYNABO, PR 
(18.440283314000453, -66.11327669099967)"
"Calendario Académico 13-14","Masculino","0002962-COLEGIO SAN JOSE","RUM","300319 - Bachillerato en Administración de Oficinas (2004)","2.62","260","
TRUJILLO ALTO, PR 
(18.380036652000456, -66.02360000199963)"
"Calendario Académico 13-14","Femenino","0003881-OTRAS ESC SUP DE ESTADOS UNIDOS","RUM","301202 - Bachillerato en Ciencias en Biología(2003)","3.92","331","
GUAYAMA, PR 
(18.10745334100045, -66.08964002399966)"
"Calendario Académico 13-14","Masculino","0002898-COLEGIO SAN AGUSTIN","RUM","300108 - Bachillerato en Ciencias Agrícolas en Industria Pecuaria (2003)","4.00","362","
CABO ROJO, PR 
(18.168266677000474, -67.18209999099963)"
"Calendario Académico 13-14","Femenino","0001752-E/S ADELA ROLON FUENTES","BAYAMON","861225 - Bachillerato en Ciencias Naturales con concentración en Biología-Enfoque Humano","3.93","321","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Masculino","0002890-COLEGIO SAN JOSE SUPERIOR","RIOPIEDRAS","200910 - Bachillerato en Artes con concentración en Música","3.89","333","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0002951-ACADEMIA SANTA MARIA REINA","PONCE","851231 - Bachillerato en Ciencias Naturales con concentración en Biomédica","4.00","306","
PONCE, PR 
(18.172323350000454, -66.59130332099966)"
"Calendario Académico 13-14","Masculino","0001120-E/S INES MARIA MENDOZA","RUM","300906 - Bachillerato en Artes en Historia(2003)","3.38","290","
CABO ROJO, PR 
(18.168266677000474, -67.18209999099963)"
"Calendario Académico 13-14","Femenino","0002983-ACADEMIA SANTA MONICA","BAYAMON","862009 - Grado Asociado en Tecnología de la Ingeniería Civil","3.06","242","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Femenino","0002862-COLEGIO SAGRADA FAMILIA","ARECIBO","840318 - Bachillerato en Sistemas de Oficina","3.20","248","
COROZAL, PR 
(18.36995332300046, -66.30563665299962)"
"Calendario Académico 13-14","Masculino","0001525-E/S DR JUAN JOSE MAUNEZ PIMENTEL","CAROLINA","832016 - Grado Asociado en Diseño de Interiores","3.36","249","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001095-E/S JUAN PONCE DE LEON","ARECIBO","844506 - Bachillerato en Ciencias con concentración en Microbiología","3.91","314","
FLORIDA, PR 
(18.413263311000435, -66.56380331699967)"
"Calendario Académico 13-14","Femenino","0002947-ACADEMIA MARIA REINA","RUM","300319 - Bachillerato en Administración de Oficinas (2004)","3.10","279","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Masculino","0001120-E/S INES MARIA MENDOZA","RUM","300302 - Bachillerato en Ciencias en Administración de Empresas en Contabilidad (2004)","3.38","290","
CABO ROJO, PR 
(18.168266677000474, -67.18209999099963)"
"Calendario Académico 13-14","Masculino","0002854-SAINT PATRICK'S BILINGUAL SCHOOL","CAYEY","500302 - Bachillerato en Administración de Empresas con concentración en Contabilidad","3.22","290","
GUAYAMA, PR 
(18.10745334100045, -66.08964002399966)"
"Calendario Académico 13-14","Femenino","0001586-E/S JARDINES DE PONCE","PONCE","850302 - Bachillerato en Administración de Empresas con concentración en Contabilidad","3.53","265","
PONCE, PR 
(18.172323350000454, -66.59130332099966)"
"Calendario Académico 13-14","Femenino","0002699-TASIS SCHOOL","RIOPIEDRAS","201605 - Bachillerato en Artes con concentración en Psicología","4.00","350","
DORADO, PR 
(18.480246659000443, -66.27008335099964)"
"Calendario Académico 13-14","Femenino","0002855-COLEGIO SAGRADA FAMILIA","PONCE","850419 - Bachillerato en Artes en Educación Elemental","3.56","279","
PONCE, PR 
(18.172323350000454, -66.59130332099966)"
"Calendario Académico 13-14","Masculino","0002903-CUPEYVILLE SCHOOL","RUM","300304 - Bachillerato en Ciencias en Administración de Empresas en Finanzas (2004)","3.00","321","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0001055-E/S BONIFACIO SANCHEZ JIMENEZ","RIOPIEDRAS","200914 - Bachillerato en Artes con concentración en Estudios Interdisciplinarios","3.41","283","
AIBONITO, PR 
(18.180233340000427, -66.24227669099963)"
"Calendario Académico 13-14","Masculino","0001072-E/S VOCACIONAL ANTONIO LUCCHETTI","RUM","300904 - Bachillerato en Artes en Artes Plásticas(2005)","3.36","275","
SABANA HOYOS, PR 
(39.52368635500045, -99.11415045099966)"
"Calendario Académico 13-14","Femenino","0001157-E/S DR JOSE M LAZARO","HUMACAO","600324 - Bachillerato en Administración de Empresas con concentración en Comercio Internacional","3.25","266","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Femenino","0001220-E/S JUANA COLON","CAYEY","500321 - Bachillerato en Tecnología y Administración de Oficinas-Administración de Oficinas","3.87","263","
COMERIO, PR 
(18.28165332000043, -66.20803000599966)"
"Calendario Académico 13-14","Masculino","0001591-E/S MANUEL RAMOS HERNANDEZ","AGUADILLA","811202 - Bachillerato en Ciencias con concentración en Biología","4.00","334","
QUEBRADILLAS, PR 
(18.491656645000432, -66.94465997699962)"
"Calendario Académico 13-14","Femenino","0002999-OTRAS ESC SUP PRIVADAS DE PR","RIOPIEDRAS","201212 - Bachiller en Ciencias con concentración en Ciencias Ambientales","4.00","314","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Femenino","0002914-ACADEMIA DISCIPULOS DE CRISTO DE BAYAMON","CAROLINA","830316 - Bachillerato en Administración de Hoteles y Restaurantes","3.38","296","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Femenino","0001637-E/S TRINA PADILLA DE SANZ","RIOPIEDRAS","201615 - Bachillerato en Artes con concentración en Trabajo Social","4.00","298","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001638-ESCUELA ESPEC UNIVERSITY GARDENS","RIOPIEDRAS","201205 - Bachillerato en Ciencias con concentración en Matemáticas","3.70","308","
CANOVANAS, PR 
(18.412783311000453, -65.89785000199964)"
"Calendario Académico 13-14","Femenino","0001721-E/S VOCACIONAL ANTONIO FERNOS INSERN","HUMACAO","601221 - Bachillerato en Ciencias con concentración en Manejo de Vida Silvestre","4.00","343","
SAN LORENZO, PR 
(18.229343320000453, -65.96507000999964)"
"Calendario Académico 13-14","Masculino","0001125-E/S MONSERRATE LEON DE IRIZARRY","RUM","300703 - Bachillerato en Ciencias en Enfermería(2005)","4.00","301","
CABO ROJO, PR 
(18.168266677000474, -67.18209999099963)"
"Calendario Académico 13-14","Femenino","0002907-COLEGIO SAN FELIPE","RIOPIEDRAS","201616 - Bachillerato en Artes con concentración en Ciencias Sociales","3.82","319","
ARECIBO, PR 
(18.494389977000424, -66.62700999999964)"
